pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,fielder_2,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,pitcher.1,fielder_2.1,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp
SL,2023-07-15,86.9,-1.42,6.0,"Ozuna, Marcell",542303,641871,,ball,,,,,14,Marcell Ozuna walks.,R,R,R,ATL,CWS,B,,,0,0,2023,0.43,0.14,2.42,1.42,,621566.0,,1,8,Bot,,,,,664874,,,8.380254057007514,-126.3177482509963,-5.170843220959114,3.1109851987812447,23.062877383209624,-29.81908049675741,3.67,1.8,,,,88.0,2362.0,6.8,717395,641871,664874,683734,621545,669394,641313,643217,673357,693049,53.68,,,,,,,,67,1,Slider,4,6,4,6,6,4,4,6,Standard,Standard,129.0,0.0,0.042
FC,2023-07-15,87.9,-3.33,5.61,"Murphy, Sean",669221,458681,field_out,hit_into_play,,,,,6,Sean Murphy lines out to second baseman Zach Remillard.,R,R,R,ATL,CWS,X,4.0,line_drive,0,0,2023,0.34,0.66,0.58,2.29,,,,0,6,Bot,136.06,135.98,,,664874,,,8.814453321247452,-127.76686478119078,-3.35622540361508,2.0576424532492,24.583150260711097,-24.4714829064665,3.48,1.71,163.0,74.7,16.0,88.6,2404.0,6.7,717395,458681,664874,683734,621545,669394,641313,643217,673357,693049,53.83,0.78,0.71,0.0,1.0,0.0,0.0,4.0,48,1,Cutter,4,5,4,5,5,4,4,5,Standard,Standard,199.0,-0.04,-0.238
FF,2023-07-15,93.4,-3.16,5.68,"Murphy, Sean",669221,458681,field_out,hit_into_play,,,,,3,Sean Murphy flies out to right fielder Oscar Colas.,R,R,R,ATL,CWS,X,9.0,fly_ball,0,1,2023,0.01,1.03,0.39,3.02,645277.0,,621566.0,2,3,Bot,188.68,134.74,,,664874,,,9.187039607760418,-135.85251424758698,-3.415754677722231,-1.7563649375028076,27.273097444490165,-18.862472217269094,3.48,1.71,223.0,96.2,55.0,94.4,2469.0,6.7,717395,458681,664874,683734,621545,669394,641313,643217,673357,693049,53.81,0.02,0.026,0.0,1.0,0.0,0.0,3.0,27,2,4-Seam Fastball,3,3,3,3,3,3,3,3,Standard,Standard,208.0,-0.055,-0.431
FF,2023-07-15,93.9,-3.23,5.69,"Murphy, Sean",669221,458681,,swinging_strike,,,,,5,Sean Murphy flies out to right fielder Oscar Colas.,R,R,R,ATL,CWS,S,,,0,0,2023,0.05,1.09,-0.2,2.53,645277.0,,621566.0,2,3,Bot,,,,,664874,,,7.776887274535815,-136.5066650753778,-4.916111339990298,-0.990910213075421,28.936963052752294,-17.602561353425354,3.48,1.71,,,,94.6,2408.0,6.7,717395,458681,664874,683734,621545,669394,641313,643217,673357,693049,53.8,,,,,,,,27,1,4-Seam Fastball,3,3,3,3,3,3,3,3,Standard,Standard,215.0,0.0,-0.088
SI,2023-07-15,96.5,-1.18,5.83,"Murphy, Sean",669221,608665,grounded_into_double_play,hit_into_play,,,,,13,"Sean Murphy grounds into a double play, shortstop Tim Anderson to first baseman Andrew Vaughn.   Matt Olson out at 2nd.    Sean Murphy out at 1st.",R,R,R,ATL,CWS,X,6.0,ground_ball,1,1,2023,-1.26,0.75,-0.85,2.13,645277.0,,621566.0,1,9,Bot,119.94,150.86,,,664874,,,3.7438027813358192,-140.43652475798388,-6.039558407401714,-17.524140066308416,30.03015051805444,-21.073998011195496,3.48,1.71,77.0,68.2,7.0,96.9,2219.0,6.4,717395,608665,664874,683734,621545,669394,641313,643217,673357,693049,54.12,0.231,0.23,0.0,1.0,0.0,0.0,2.0,78,3,Sinker,5,6,5,6,6,5,5,6,Standard,Standard,220.0,-0.447,-0.587
FF,2023-07-15,92.5,-3.32,5.73,"Murphy, Sean",669221,458681,strikeout,swinging_strike,,,,,12,Sean Murphy strikes out swinging.,R,R,R,ATL,CWS,S,2.0,,1,2,2023,0.07,1.03,0.26,3.64,,,,1,2,Bot,,,,,664874,,,9.027344020618076,-134.62326345377707,-1.8433274948562848,-0.8874250664301193,26.02386320756229,-19.33406739074257,3.48,1.71,,,,93.3,2385.0,6.5,717395,458681,664874,683734,621545,669394,641313,643217,673357,693049,53.99,,,0.0,1.0,0.0,0.0,,11,5,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,208.0,-0.016,-0.119
SI,2023-07-15,96.1,-1.22,5.88,"Murphy, Sean",669221,608665,,ball,,,,,11,"Sean Murphy grounds into a double play, shortstop Tim Anderson to first baseman Andrew Vaughn.   Matt Olson out at 2nd.    Sean Murphy out at 1st.",R,R,R,ATL,CWS,B,,,0,1,2023,-1.17,0.74,-1.22,2.76,645277.0,,621566.0,1,9,Bot,,,,,664874,,,2.628319804662401,-140.00703282383353,-4.395592394615528,-15.991601844846787,29.853555895241044,-21.698785296936013,3.52,1.71,,,,96.5,2232.0,6.3,717395,608665,664874,683734,621545,669394,641313,643217,673357,693049,54.17,,,,,,,,78,2,Sinker,5,6,5,6,6,5,5,6,Standard,Standard,223.0,0.0,0.063
FF,2023-07-15,94.3,-3.24,5.7,"Murphy, Sean",669221,458681,,foul,,,,,6,Sean Murphy strikes out swinging.,R,R,R,ATL,CWS,S,,,1,2,2023,-0.38,1.2,0.6,2.34,,,,1,2,Bot,,,,,664874,,,10.875539434180682,-136.92876154098792,-5.758899339933902,-7.007921292073236,27.31632847091438,-15.98760144245252,3.48,1.71,,,,94.9,2464.0,6.6,717395,458681,664874,683734,621545,669394,641313,643217,673357,693049,53.94,,,,,,,,11,4,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,210.0,0.0,0.0
SI,2023-07-15,96.3,-1.13,5.83,"Murphy, Sean",669221,608665,,called_strike,,,,,2,"Sean Murphy grounds into a double play, shortstop Tim Anderson to first baseman Andrew Vaughn.   Matt Olson out at 2nd.    Sean Murphy out at 1st.",R,R,R,ATL,CWS,S,,,0,0,2023,-1.25,0.67,-0.07,3.26,645277.0,,621566.0,1,9,Bot,,,,,664874,,,5.6701963548763805,-140.23702654789366,-2.8222558188878675,-17.74630290367802,29.89704393855094,-22.888111175302083,3.38,1.6,,,,96.9,2196.0,6.5,717395,608665,664874,683734,621545,669394,641313,643217,673357,693049,54.01,,,,,,,,78,1,Sinker,5,6,5,6,6,5,5,6,Standard,Standard,220.0,0.0,-0.078
FF,2023-07-15,93.0,-3.29,5.64,"Murphy, Sean",669221,458681,,swinging_strike,,,,,1,Sean Murphy strikes out swinging.,R,R,R,ATL,CWS,S,,,1,1,2023,-0.25,1.05,-0.48,3.57,,,,1,2,Bot,,,,,664874,,,7.810446826578763,-135.43034773876775,-1.9294097293973227,-4.620235685780757,25.711123507878856,-18.924906708502444,3.48,1.71,,,,94.1,2395.0,6.6,717395,458681,664874,683734,621545,669394,641313,643217,673357,693049,53.92,,,,,,,,11,3,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,207.0,0.0,-0.043
FF,2023-07-15,93.2,-3.32,5.64,"Murphy, Sean",669221,458681,,called_strike,,,,,8,Sean Murphy strikes out swinging.,R,R,R,ATL,CWS,S,,,1,0,2023,-0.29,1.2,0.12,2.02,,,,1,2,Bot,,,,,664874,,,9.533426277711,-135.48056982631982,-6.247046081333814,-5.462090648308523,25.970046010348465,-16.160675660999683,3.52,1.71,,,,94.2,2479.0,6.6,717395,458681,664874,683734,621545,669394,641313,643217,673357,693049,53.86,,,,,,,,11,2,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,212.0,0.0,-0.031
FF,2023-07-15,93.4,-3.2,5.79,"Murphy, Sean",669221,458681,,ball,,,,,12,Sean Murphy strikes out swinging.,R,R,R,ATL,CWS,B,,,0,0,2023,-0.23,1.21,1.16,3.26,,,,1,2,Bot,,,,,664874,,,11.82232666859342,-135.5810887107381,-3.4555369712834416,-5.204907595835374,26.480062560006623,-16.6498711534959,3.49,1.71,,,,94.3,2419.0,6.7,717395,458681,664874,683734,621545,669394,641313,643217,673357,693049,53.8,,,,,,,,11,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,208.0,0.0,0.025
CH,2023-07-15,89.3,-1.15,6.16,"Murphy, Sean",669221,641871,strikeout,swinging_strike,,,,,4,Sean Murphy strikes out swinging.,R,R,R,ATL,CWS,S,2.0,,0,2,2023,-1.21,0.37,-0.36,2.81,,621566.0,,0,8,Bot,,,,,664874,,,4.523257147296327,-130.01642981013865,-3.0483083429890074,-14.671170172204384,26.707849682458534,-27.502663884701388,3.48,1.71,,,,90.1,1806.0,6.7,717395,641871,664874,683734,621545,669394,641313,643217,673357,693049,53.78,,,0.0,1.0,0.0,0.0,,66,3,Changeup,4,6,4,6,6,4,4,6,Standard,Standard,227.0,-0.078,-0.29
SL,2023-07-15,87.0,-1.55,5.98,"Murphy, Sean",669221,641871,,foul,,,,,6,Sean Murphy strikes out swinging.,R,R,R,ATL,CWS,S,,,0,1,2023,0.2,0.24,0.6,2.36,,621566.0,,0,8,Bot,,,,,664874,,,4.800934719354758,-126.6293272396532,-3.035243004531829,1.213119393230013,25.17902461226309,-29.208317061046635,3.48,1.71,183.0,66.4,40.0,87.8,2292.0,6.7,717395,641871,664874,683734,621545,669394,641313,643217,673357,693049,53.79,,,,,,,,66,2,Slider,4,6,4,6,6,4,4,6,Standard,Standard,128.0,0.0,-0.084
FF,2023-07-15,95.7,-1.68,5.92,"Murphy, Sean",669221,641871,,foul,,,,,6,Sean Murphy strikes out swinging.,R,R,R,ATL,CWS,S,,,0,0,2023,-0.52,1.19,0.41,2.82,,621566.0,,0,8,Bot,,,,,664874,,,6.759226111995249,-139.19929127187973,-5.30374957290031,-8.275260334872067,29.401040875892363,-15.740417174864348,3.48,1.71,280.0,90.7,47.0,96.7,2220.0,6.7,717395,641871,664874,683734,621545,669394,641313,643217,673357,693049,53.77,,,,,,,,66,1,4-Seam Fastball,4,6,4,6,6,4,4,6,Standard,Standard,217.0,0.0,-0.062
CH,2023-07-15,83.6,-1.57,5.84,"Kelenic, Jarred",672284,547179,field_out,hit_into_play,,,,,4,Jarred Kelenic flies out to right fielder Kerry Carpenter.,R,L,R,SEA,DET,X,9.0,fly_ball,2,1,2023,-1.15,0.77,-0.28,2.69,,,,1,7,Bot,148.66,108.87,,,606992,,,5.183606081287088,-121.71326642965198,-2.352719031903919,-12.483101803525363,23.035172296383603,-24.23534181082856,3.5,1.71,233.0,95.6,55.0,82.9,2016.0,5.7,717390,547179,606992,679529,628451,656716,595879,668731,682985,681481,54.82,0.02,0.026,0.0,1.0,0.0,0.0,3.0,52,4,Changeup,0,6,0,6,6,0,0,6,Infield shade,Standard,237.0,-0.004,-0.196
CH,2023-07-15,83.8,-1.7,5.75,"Kelenic, Jarred",672284,547179,,ball,,,,,11,Jarred Kelenic flies out to right fielder Kerry Carpenter.,R,L,R,SEA,DET,B,,,1,1,2023,-1.15,0.73,-2.03,2.98,,,,1,7,Bot,,,,,606992,,,1.4800598352288432,-122.10319318841692,-1.450130456025483,-11.80200785956083,23.378160586702485,-24.82571114971577,3.53,1.65,,,,82.9,1987.0,5.6,717390,547179,606992,679529,628451,656716,595879,668731,682985,681481,54.92,,,,,,,,52,3,Changeup,0,6,0,6,6,0,0,6,Infield shade,Standard,241.0,0.0,0.034
SL,2023-07-15,84.5,-1.71,5.65,"Kelenic, Jarred",672284,547179,,ball,,,,,11,Jarred Kelenic flies out to right fielder Kerry Carpenter.,R,L,R,SEA,DET,B,,,0,1,2023,-0.05,-0.38,-0.93,3.06,,,,1,7,Bot,,,,,606992,,,1.8869977607679007,-123.19094064666136,0.9456894193747514,-0.7902117360197497,21.105723223311053,-36.41372815137433,3.56,1.72,,,,84.3,2451.0,5.7,717390,547179,606992,679529,628451,656716,595879,668731,682985,681481,54.75,,,,,,,,52,2,Slider,0,6,0,6,6,0,0,6,Infield shade,Standard,58.0,0.0,0.019
SL,2023-07-15,84.6,-1.69,5.79,"Kelenic, Jarred",672284,547179,,foul,,,,,5,Jarred Kelenic flies out to right fielder Kerry Carpenter.,R,L,R,SEA,DET,S,,,0,0,2023,-0.06,0.05,-0.25,2.65,,,,1,7,Bot,,,,,606992,,,3.4346514182574013,-123.175599223479,-1.086365382569724,-1.2618448917657388,23.610083231999063,-31.70523269126257,3.5,1.71,275.0,89.2,33.0,84.0,2415.0,5.8,717390,547179,606992,679529,628451,656716,595879,668731,682985,681481,54.73,,,,,,,,52,1,Slider,0,6,0,6,6,0,0,6,Infield shade,Standard,87.0,0.0,-0.026
CH,2023-07-15,83.1,-1.6,5.82,"Kelenic, Jarred",672284,547179,single,hit_into_play,,,,,4,Jarred Kelenic singles on a ground ball to right fielder Kerry Carpenter.,R,L,R,SEA,DET,X,9.0,ground_ball,1,0,2023,-1.51,0.86,-0.43,2.8,,,,1,5,Bot,182.94,115.59,,,606992,,,5.586334640390194,-120.9436861997054,-2.1256168750500217,-15.953936892030873,24.42093457322692,-23.522256088959008,3.5,1.71,41.0,94.3,-1.0,82.2,2071.0,5.8,717390,547179,606992,679529,628451,656716,595879,668731,682985,681481,54.71,0.346,0.323,0.9,1.0,1.0,0.0,2.0,37,2,Changeup,0,6,0,6,6,0,0,6,Infield shade,Standard,238.0,0.009,0.238
FF,2023-07-15,94.6,-1.61,5.69,"Kelenic, Jarred",672284,547179,,ball,,,,,12,Jarred Kelenic singles on a ground ball to right fielder Kerry Carpenter.,R,L,R,SEA,DET,B,,,0,0,2023,-1.0,1.15,0.85,2.77,,,,1,5,Bot,,,,,606992,,,8.53824180357454,-137.47975035625538,-4.450354452104847,-14.604356969089917,29.95239680789188,-16.710412547874313,3.57,1.68,,,,93.6,2256.0,5.8,717390,547179,606992,679529,628451,656716,595879,668731,682985,681481,54.75,,,,,,,,37,1,4-Seam Fastball,0,6,0,6,6,0,0,6,Infield shade,Standard,224.0,0.0,0.025
CH,2023-07-15,84.9,-1.67,5.78,"Kelenic, Jarred",672284,547179,field_out,hit_into_play,,,,,13,Jarred Kelenic flies out to center fielder Riley Greene.,R,L,R,SEA,DET,X,8.0,fly_ball,2,1,2023,-1.39,0.82,-0.88,2.21,,,,1,2,Bot,137.37,74.8,,,606992,,,4.5737790591505645,-123.6172063979312,-3.715142347442684,-15.194347292225611,22.041916270029024,-23.216689369628007,3.5,1.71,310.0,83.3,32.0,84.5,2079.0,5.7,717390,547179,606992,679529,628451,656716,595879,668731,682985,681481,54.77,0.049,0.061,0.0,1.0,0.0,0.0,3.0,12,4,Changeup,0,1,0,1,1,0,0,1,Infield shade,Standard,243.0,-0.018,-0.196
SL,2023-07-15,84.8,-1.98,5.71,"Kelenic, Jarred",672284,547179,,ball,,,,,13,Jarred Kelenic flies out to center fielder Riley Greene.,R,L,R,SEA,DET,B,,,1,1,2023,0.25,-0.09,-0.98,2.52,,,,1,2,Bot,,,,,606992,,,1.8256683932873377,-123.68138119157776,-1.0467805161971857,2.272418406939891,21.707385433791032,-33.06457017993676,3.6,1.71,,,,84.4,2489.0,5.6,717390,547179,606992,679529,628451,656716,595879,668731,682985,681481,54.86,,,,,,,,12,3,Slider,0,1,0,1,1,0,0,1,Infield shade,Standard,71.0,0.0,0.034
FF,2023-07-15,94.0,-1.8,5.7,"Kelenic, Jarred",672284,547179,,ball,,,,,11,Jarred Kelenic flies out to center fielder Riley Greene.,R,L,R,SEA,DET,B,,,0,1,2023,-1.09,1.38,-0.97,4.54,,,,1,2,Bot,,,,,606992,,,4.492634220316966,-136.9503413084068,-0.4367807900421298,-14.72573694062615,27.632695566303543,-14.742082947980364,3.62,1.74,,,,93.2,2431.0,5.6,717390,547179,606992,679529,628451,656716,595879,668731,682985,681481,54.92,,,,,,,,12,2,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shade,Standard,231.0,0.0,0.019
SL,2023-07-15,85.1,-1.79,5.72,"Kelenic, Jarred",672284,547179,,foul,,,,,6,Jarred Kelenic flies out to center fielder Riley Greene.,R,L,R,SEA,DET,S,,,0,0,2023,0.14,0.24,0.44,2.67,,,,1,2,Bot,,,,,606992,,,4.92213565892996,-123.99033243705114,-1.444787339096326,0.6196838214727742,20.232835478266058,-29.635939815815306,3.5,1.71,245.0,85.9,26.0,85.1,2496.0,5.8,717390,547179,606992,679529,628451,656716,595879,668731,682985,681481,54.72,,,,,,,,12,1,Slider,0,1,0,1,1,0,0,1,Standard,Standard,101.0,0.0,-0.026
FF,2023-07-15,96.1,-2.12,4.81,"Kelenic, Jarred",672284,686839,walk,blocked_ball,,,,,14,Jarred Kelenic walks.,R,L,R,SEA,DET,B,,,3,1,2023,-0.44,1.07,0.76,0.6,,,,1,9,Bot,,,,,606992,,,8.642797283392113,-139.58377792800724,-8.05384833927167,-7.564884316189475,28.02432574788704,-16.505939807005586,3.61,1.71,,,,96.7,2370.0,6.5,717390,686839,606992,679529,628451,656716,595879,668731,682985,681481,54.0,,,0.7,1.0,0.0,0.0,,68,5,4-Seam Fastball,0,6,0,6,6,0,0,6,Infield shade,Standard,230.0,0.001,0.161
FF,2023-07-15,96.2,-2.2,4.82,"Kelenic, Jarred",672284,686839,,ball,,,,,14,Jarred Kelenic walks.,R,L,R,SEA,DET,B,,,2,1,2023,-0.43,0.89,0.96,1.83,,,,1,9,Bot,,,,,606992,,,9.34880096967198,-139.88653582525558,-4.407753938476999,-7.692301317489501,29.986586203993163,-19.64249886847536,3.56,1.64,,,,96.5,2341.0,6.4,717390,686839,606992,679529,628451,656716,595879,668731,682985,681481,54.14,,,,,,,,68,4,4-Seam Fastball,0,6,0,6,6,0,0,6,Infield shade,Standard,226.0,0.0,0.077
SL,2023-07-15,84.2,-2.0,4.95,"Kelenic, Jarred",672284,686839,,foul,,,,,13,Jarred Kelenic walks.,R,L,R,SEA,DET,S,,,2,0,2023,1.0,0.14,-0.32,1.29,,,,1,9,Bot,,,,,606992,,,1.9091153660790747,-122.66048147419252,-2.458330661934392,9.80640194880804,22.72137532997851,-30.46332726650038,3.5,1.71,2.0,67.2,-29.0,84.5,2693.0,6.3,717390,686839,606992,679529,628451,656716,595879,668731,682985,681481,54.22,,,,,,,,68,3,Slider,0,6,0,6,6,0,0,6,Infield shade,Standard,64.0,0.0,-0.039
FS,2023-07-15,87.1,-1.94,4.98,"Kelenic, Jarred",672284,686839,,ball,,,,,13,Jarred Kelenic walks.,R,L,R,SEA,DET,B,,,1,0,2023,-1.11,0.21,-1.6,2.03,,,,1,9,Bot,,,,,606992,,,3.1113671956155367,-126.93497643058842,-1.363650521556618,-12.666922806817142,24.86389943020864,-29.8781507229709,3.6,1.65,,,,87.5,1617.0,6.4,717390,686839,606992,679529,628451,656716,595879,668731,682985,681481,54.12,,,,,,,,68,2,Split-Finger,0,6,0,6,6,0,0,6,Infield shade,Standard,224.0,0.0,0.042
SL,2023-07-15,84.9,-2.0,4.98,"Kelenic, Jarred",672284,686839,,ball,,,,,13,Jarred Kelenic walks.,R,L,R,SEA,DET,B,,,0,0,2023,1.08,0.28,-0.5,1.48,,,,1,9,Bot,,,,,606992,,,1.3597445372118198,-123.77451016610952,-2.462611124048532,10.848964190793708,23.434716838174577,-29.03032356995758,3.64,1.71,,,,85.2,2700.0,6.2,717390,686839,606992,679529,628451,656716,595879,668731,682985,681481,54.25,,,,,,,,68,1,Slider,0,6,0,6,6,0,0,6,Infield shade,Standard,61.0,0.0,0.025
FF,2023-07-15,90.7,-3.37,5.67,"Harris II, Michael",671739,458681,field_out,hit_into_play,,,,,6,Michael Harris II pops out to shortstop Tim Anderson.,R,L,R,ATL,CWS,X,6.0,popup,1,0,2023,-0.13,1.12,0.8,2.61,,,,0,5,Bot,132.74,115.92,,,664874,,,10.695222273002768,-131.756448917723,-4.152082184869908,-3.578312147055504,25.07302567148981,-18.39603448184556,3.42,1.55,211.0,68.3,46.0,91.0,2458.0,6.3,717395,458681,664874,683734,621545,669394,641313,643217,673357,693049,54.15,0.277,0.28,0.0,1.0,0.0,0.0,3.0,39,2,4-Seam Fastball,3,4,3,4,4,3,3,4,Infield shade,Standard,204.0,-0.034,-0.275
FF,2023-07-15,90.4,-3.44,5.68,"Harris II, Michael",671739,458681,,ball,,,,,11,Michael Harris II pops out to shortstop Tim Anderson.,R,L,R,ATL,CWS,B,,,0,0,2023,-0.27,1.05,-0.05,4.37,,,,0,5,Bot,,,,,664874,,,9.038792640835052,-131.4794182610707,0.3788580846649648,-4.843125427480292,24.87824951933189,-20.14033880822317,3.42,1.55,,,,90.9,2400.0,6.4,717395,458681,664874,683734,621545,669394,641313,643217,673357,693049,54.09,,,,,,,,39,1,4-Seam Fastball,3,4,3,4,4,3,3,4,Infield shade,Standard,217.0,0.0,0.036
CH,2023-07-15,84.7,-3.36,5.35,"Harris II, Michael",671739,458681,walk,ball,,,,,13,Michael Harris II walks.,R,L,R,ATL,CWS,B,,,3,2,2023,-1.13,0.37,-0.19,1.16,,,,1,3,Bot,,,,,664874,,,9.709301713988848,-123.05481805768696,-4.2180563023992494,-13.353958521988798,22.488960199759948,-27.802645433696235,3.38,1.55,,,,85.5,1792.0,6.7,717395,458681,664874,683734,621545,669394,641313,643217,673357,693049,53.8,,,0.7,1.0,0.0,0.0,,22,9,Changeup,1,3,1,3,3,1,1,3,Standard,Standard,227.0,0.03,0.227
FC,2023-07-15,88.7,-3.34,5.53,"Harris II, Michael",671739,458681,,foul,,,,,8,Michael Harris II walks.,R,L,R,ATL,CWS,S,,,3,2,2023,0.19,0.46,-0.21,1.56,,,,1,3,Bot,,,,,664874,,,7.309915248687164,-129.0076847931029,-4.668141128789893,0.6756792851948683,24.960188937766745,-26.331924692666085,3.42,1.55,171.0,66.1,54.0,89.4,2494.0,6.6,717395,458681,664874,683734,621545,669394,641313,643217,673357,693049,53.92,,,,,,,,22,8,Cutter,1,3,1,3,3,1,1,3,Standard,Standard,180.0,0.0,0.0
FF,2023-07-15,92.4,-3.42,5.6,"Harris II, Michael",671739,458681,,ball,,,,,11,Michael Harris II walks.,R,L,R,ATL,CWS,B,,,2,2,2023,-0.06,0.89,-1.17,3.08,,,,1,3,Bot,,,,,664874,,,5.862960240230821,-134.56101201184936,-2.609423638253478,-1.947869801586992,26.655175043862464,-20.933745926357,3.38,1.51,,,,92.8,2409.0,6.3,717395,458681,664874,683734,621545,669394,641313,643217,673357,693049,54.2,,,,,,,,22,7,4-Seam Fastball,1,3,1,3,3,1,1,3,Standard,Standard,200.0,0.0,0.059
FF,2023-07-15,93.3,-3.36,5.69,"Harris II, Michael",671739,458681,,ball,,,,,11,Michael Harris II walks.,R,L,R,ATL,CWS,B,,,1,2,2023,-0.04,0.93,-1.7,4.56,,,,1,3,Bot,,,,,664874,,,4.402455224115751,-135.90889172412682,0.749615936227282,-1.424830355102439,27.08872492277381,-20.92695379814065,3.39,1.55,,,,94.2,2319.0,6.5,717395,458681,664874,683734,621545,669394,641313,643217,673357,693049,53.96,,,,,,,,22,6,4-Seam Fastball,1,3,1,3,3,1,1,3,Standard,Standard,203.0,0.0,0.029
FC,2023-07-15,88.9,-3.41,5.51,"Harris II, Michael",671739,458681,,foul,,,,,12,Michael Harris II walks.,R,L,R,ATL,CWS,S,,,1,2,2023,0.39,0.35,1.09,2.65,,,,1,3,Bot,,,,,664874,,,10.309647088113836,-129.18027584958395,-1.7610601129758785,2.5182171042638792,23.28337915872856,-28.07676654585613,3.42,1.55,4.0,82.8,-35.0,90.2,2540.0,6.9,717395,458681,664874,683734,621545,669394,641313,643217,673357,693049,53.63,,,,,,,,22,5,Cutter,1,3,1,3,3,1,1,3,Standard,Standard,156.0,0.0,0.0
FC,2023-07-15,89.3,-3.52,5.5,"Harris II, Michael",671739,458681,,foul,,,,,11,Michael Harris II walks.,R,L,R,ATL,CWS,S,,,1,2,2023,0.23,0.41,-0.3,3.58,,,,1,3,Bot,,,,,664874,,,7.468312499696522,-129.95079572626216,0.3445444477358759,1.2178061131659976,23.779333588490285,-27.72645124925572,3.42,1.55,151.0,77.1,13.0,90.0,2567.0,6.4,717395,458681,664874,683734,621545,669394,641313,643217,673357,693049,54.08,,,,,,,,22,4,Cutter,1,3,1,3,3,1,1,3,Standard,Standard,159.0,0.0,0.0
SL,2023-07-15,82.4,-3.22,5.86,"Harris II, Michael",671739,458681,,ball,,,,,14,Michael Harris II walks.,R,L,R,ATL,CWS,B,,,0,2,2023,0.23,-0.41,0.9,0.73,,,,1,3,Bot,,,,,664874,,,8.937146106909307,-119.81564218526825,-4.3809463368884805,0.6246488567294076,21.208453957028883,-35.57761160924653,3.44,1.55,,,,83.0,2289.0,6.5,717395,458681,664874,683734,621545,669394,641313,643217,673357,693049,53.96,,,,,,,,22,3,Slider,1,3,1,3,3,1,1,3,Standard,Standard,55.0,0.0,0.012
SL,2023-07-15,80.8,-3.43,5.66,"Harris II, Michael",671739,458681,,foul,,,,,4,Michael Harris II walks.,R,L,R,ATL,CWS,S,,,0,1,2023,0.35,-0.28,-0.69,2.22,,,,1,3,Bot,,,,,664874,,,5.442326992501245,-117.65117271800987,-0.5121712654663612,2.241193701660396,21.33807806244145,-34.88654455126961,3.42,1.55,,,,80.9,2499.0,6.2,717395,458681,664874,683734,621545,669394,641313,643217,673357,693049,54.27,,,,,,,,22,2,Slider,1,3,1,3,3,1,1,3,Standard,Standard,57.0,0.0,-0.036
FF,2023-07-15,92.7,-3.25,5.71,"Harris II, Michael",671739,458681,,called_strike,,,,,5,Michael Harris II walks.,R,L,R,ATL,CWS,S,,,0,0,2023,0.03,1.02,-0.03,2.67,,,,1,3,Bot,,,,,664874,,,8.188504986581055,-134.87853716745195,-4.2587818267498285,-1.2466061136846072,26.65538362602087,-18.981777569935115,3.39,1.55,,,,93.3,2443.0,6.5,717395,458681,664874,683734,621545,669394,641313,643217,673357,693049,54.05,,,,,,,,22,1,4-Seam Fastball,1,3,1,3,3,1,1,3,Infield shade,Standard,200.0,0.0,-0.026
CH,2023-07-15,85.8,-1.23,6.1,"Harris II, Michael",671739,641871,field_out,hit_into_play,,,,,5,Michael Harris II pops out to first baseman Andrew Vaughn.,R,L,R,ATL,CWS,X,3.0,popup,2,1,2023,-1.12,0.51,0.17,2.31,621566.0,542303.0,606115.0,2,8,Bot,137.35,184.73,,,664874,,,5.604434580419023,-124.8443893864521,-3.7839716169986,-12.787897913258352,24.1746026108151,-26.326091799254616,3.42,1.55,52.0,77.7,77.0,86.5,1730.0,6.7,717395,641871,664874,683734,621545,669394,641313,643217,673357,693049,53.83,0.001,0.0,0.0,1.0,0.0,0.0,3.0,70,4,Changeup,4,6,4,6,6,4,4,6,Standard,Standard,223.0,-0.15,-0.874
